,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0489846999989822,0.0229293000884354,0.0012163999490439,14,0.0050.005,126.5127022000961,0.0367747998097911,1.0432716006180272,1.0800464004278183,98.07,128-10,2,cross_entropy,sgd,60000,10000,[]
