,train_data_time,test_data_time,network_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations,train_time
0,0.0303085999330505,0.0057289999676868,0.0053121000528335,0.5465799984522164,1.2469761007232592,1.7935560991754755,99.32,network3,9,cross_entropy,sgd,60000,10000,[],671
