,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0607267000013962,0.012196599971503,0.0022187000140547,14,0.0050.005,147.63344290002715,0.0708637005882337,0.9819969976088032,1.052860698197037,98.34,400-300-10,3,cross_entropy,sgd,60000,10000,[]
