,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0310293000657111,0.0056221999693661,0.0019787999335676,11,0.0050.005,191.72342020005453,0.2805254990234971,1.5299495013896376,1.8104750004131347,98.94,dilated_lenet5,7,cross_entropy,sgd,60000,10000,"{'type': 'pad', 'padding': 2}"
