,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0288104000501334,0.0054230999667197,0.0019488000543788,17,0.0050.005,323.551470000064,0.2961636000545695,1.6277025000890717,1.9238661001436408,99.19,dropout_lenet5,11,cross_entropy,sgd,60000,10000,"{'type': 'pad', 'padding': 2}"
