,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0582418000558391,0.0124135999940335,0.0010111998999491,14,0.0050.005,175.15661850001197,0.2268760005244985,1.079642000142485,1.3065180006669834,98.89,simplified_lenet5,5,cross_entropy,sgd,60000,10000,[]
