,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.03352089994587,0.0060406000120565,0.0012581000337377,12,0.0050.005,216.8030637999764,0.2552639992209151,1.824936100980267,2.080200100201182,99.09,lenet4,6,cross_entropy,sgd,60000,10000,"{'type': 'pad', 'padding': 2}"
