model,network_time,test_data_time,forward_time,load_time,accuracy,confusion_matrix
params/400-10.pt,0.0013558000209741,0.6994275999604724,0.0300082000321708,0.0621820001397281,98.35,"[[970, 1, 1, 0, 0, 2, 4, 1, 1, 0], [0, 1126, 2, 1, 0, 1, 2, 1, 2, 0], [2, 1, 1013, 3, 2, 0, 2, 4, 5, 0], [0, 0, 4, 994, 0, 3, 0, 2, 1, 6], [2, 1, 2, 1, 965, 0, 3, 1, 0, 7], [2, 0, 0, 5, 2, 875, 3, 0, 4, 1], [3, 2, 0, 1, 3, 4, 945, 0, 0, 0], [0, 3, 6, 1, 1, 0, 0, 1009, 4, 4], [3, 0, 3, 4, 3, 0, 3, 2, 953, 3], [2, 2, 0, 4, 8, 2, 0, 4, 2, 985]]"
params/400-300-10.pt,0.0023797999601811,0.7664281000033952,0.0392886002664454,0.0585782996495254,98.34,"[[973, 0, 1, 0, 0, 0, 2, 1, 2, 1], [0, 1122, 3, 1, 0, 1, 2, 1, 4, 1], [3, 1, 1015, 0, 1, 0, 2, 7, 3, 0], [0, 0, 3, 996, 0, 3, 0, 2, 1, 5], [1, 0, 3, 0, 966, 0, 3, 2, 0, 7], [2, 0, 0, 4, 1, 876, 2, 1, 4, 2], [4, 3, 2, 1, 4, 3, 940, 0, 1, 0], [1, 1, 7, 2, 1, 0, 0, 1007, 3, 6], [3, 0, 2, 2, 2, 3, 2, 3, 953, 4], [2, 2, 0, 4, 7, 2, 2, 4, 0, 986]]"
params/128-10.pt,0.0008491000044159,0.7164910999708809,0.0167919996310956,0.0587753996951505,97.98,"[[970, 0, 1, 0, 1, 1, 2, 1, 3, 1], [0, 1127, 3, 1, 0, 1, 1, 1, 1, 0], [4, 1, 1011, 2, 3, 0, 3, 5, 3, 0], [0, 0, 5, 992, 0, 2, 0, 2, 4, 5], [1, 0, 3, 0, 959, 0, 3, 3, 1, 12], [2, 0, 0, 7, 1, 871, 5, 0, 5, 1], [5, 3, 2, 1, 3, 3, 941, 0, 0, 0], [2, 5, 6, 5, 0, 0, 0, 1001, 4, 5], [4, 0, 4, 3, 4, 5, 1, 3, 947, 3], [4, 2, 0, 5, 6, 3, 0, 6, 4, 979]]"
params/400-10.pt,0.0019871999975293,0.6909192000166513,0.0261332000955007,0.0558186001144349,98.35,"[[970, 1, 1, 0, 0, 2, 4, 1, 1, 0], [0, 1126, 2, 1, 0, 1, 2, 1, 2, 0], [2, 1, 1013, 3, 2, 0, 2, 4, 5, 0], [0, 0, 4, 994, 0, 3, 0, 2, 1, 6], [2, 1, 2, 1, 965, 0, 3, 1, 0, 7], [2, 0, 0, 5, 2, 875, 3, 0, 4, 1], [3, 2, 0, 1, 3, 4, 945, 0, 0, 0], [0, 3, 6, 1, 1, 0, 0, 1009, 4, 4], [3, 0, 3, 4, 3, 0, 3, 2, 953, 3], [2, 2, 0, 4, 8, 2, 0, 4, 2, 985]]"
params/400-300-10.pt,0.0025136999902315,0.6959531999891624,0.0387994996272027,0.0600084997131489,98.34,"[[973, 0, 1, 0, 0, 0, 2, 1, 2, 1], [0, 1122, 3, 1, 0, 1, 2, 1, 4, 1], [3, 1, 1015, 0, 1, 0, 2, 7, 3, 0], [0, 0, 3, 996, 0, 3, 0, 2, 1, 5], [1, 0, 3, 0, 966, 0, 3, 2, 0, 7], [2, 0, 0, 4, 1, 876, 2, 1, 4, 2], [4, 3, 2, 1, 4, 3, 940, 0, 1, 0], [1, 1, 7, 2, 1, 0, 0, 1007, 3, 6], [3, 0, 2, 2, 2, 3, 2, 3, 953, 4], [2, 2, 0, 4, 7, 2, 2, 4, 0, 986]]"
params/400-300-10.pt,0.0021243999944999,0.7097203999874182,0.0402317997068166,0.061133800423704,98.34,"[[973, 0, 1, 0, 0, 0, 2, 1, 2, 1], [0, 1122, 3, 1, 0, 1, 2, 1, 4, 1], [3, 1, 1015, 0, 1, 0, 2, 7, 3, 0], [0, 0, 3, 996, 0, 3, 0, 2, 1, 5], [1, 0, 3, 0, 966, 0, 3, 2, 0, 7], [2, 0, 0, 4, 1, 876, 2, 1, 4, 2], [4, 3, 2, 1, 4, 3, 940, 0, 1, 0], [1, 1, 7, 2, 1, 0, 0, 1007, 3, 6], [3, 0, 2, 2, 2, 3, 2, 3, 953, 4], [2, 2, 0, 4, 7, 2, 2, 4, 0, 986]]"
params/400-10.pt,0.0017864000401459,0.6918310999753885,0.029340999899432,0.0584143006708473,98.35,"[[970, 1, 1, 0, 0, 2, 4, 1, 1, 0], [0, 1126, 2, 1, 0, 1, 2, 1, 2, 0], [2, 1, 1013, 3, 2, 0, 2, 4, 5, 0], [0, 0, 4, 994, 0, 3, 0, 2, 1, 6], [2, 1, 2, 1, 965, 0, 3, 1, 0, 7], [2, 0, 0, 5, 2, 875, 3, 0, 4, 1], [3, 2, 0, 1, 3, 4, 945, 0, 0, 0], [0, 3, 6, 1, 1, 0, 0, 1009, 4, 4], [3, 0, 3, 4, 3, 0, 3, 2, 953, 3], [2, 2, 0, 4, 8, 2, 0, 4, 2, 985]]"
params/128-10.pt,0.0008002000395208,0.6902714000316337,0.0165827000746503,0.0628387998440302,97.98,"[[970, 0, 1, 0, 1, 1, 2, 1, 3, 1], [0, 1127, 3, 1, 0, 1, 1, 1, 1, 0], [4, 1, 1011, 2, 3, 0, 3, 5, 3, 0], [0, 0, 5, 992, 0, 2, 0, 2, 4, 5], [1, 0, 3, 0, 959, 0, 3, 3, 1, 12], [2, 0, 0, 7, 1, 871, 5, 0, 5, 1], [5, 3, 2, 1, 3, 3, 941, 0, 0, 0], [2, 5, 6, 5, 0, 0, 0, 1001, 4, 5], [4, 0, 4, 3, 4, 5, 1, 3, 947, 3], [4, 2, 0, 5, 6, 3, 0, 6, 4, 979]]"
params/128-10.pt,0.0008064999710768,0.7028973999549635,0.0158928999444469,0.0535007002181373,97.98,"[[970, 0, 1, 0, 1, 1, 2, 1, 3, 1], [0, 1127, 3, 1, 0, 1, 1, 1, 1, 0], [4, 1, 1011, 2, 3, 0, 3, 5, 3, 0], [0, 0, 5, 992, 0, 2, 0, 2, 4, 5], [1, 0, 3, 0, 959, 0, 3, 3, 1, 12], [2, 0, 0, 7, 1, 871, 5, 0, 5, 1], [5, 3, 2, 1, 3, 3, 941, 0, 0, 0], [2, 5, 6, 5, 0, 0, 0, 1001, 4, 5], [4, 0, 4, 3, 4, 5, 1, 3, 947, 3], [4, 2, 0, 5, 6, 3, 0, 6, 4, 979]]"
params/400-300-10.pt,0.001791900023818,0.6987158000119962,0.0395511001115664,0.0658843001583591,98.34,"[[973, 0, 1, 0, 0, 0, 2, 1, 2, 1], [0, 1122, 3, 1, 0, 1, 2, 1, 4, 1], [3, 1, 1015, 0, 1, 0, 2, 7, 3, 0], [0, 0, 3, 996, 0, 3, 0, 2, 1, 5], [1, 0, 3, 0, 966, 0, 3, 2, 0, 7], [2, 0, 0, 4, 1, 876, 2, 1, 4, 2], [4, 3, 2, 1, 4, 3, 940, 0, 1, 0], [1, 1, 7, 2, 1, 0, 0, 1007, 3, 6], [3, 0, 2, 2, 2, 3, 2, 3, 953, 4], [2, 2, 0, 4, 7, 2, 2, 4, 0, 986]]"
