,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0288758999668061,0.0067659999476745,0.0015828000614419,12,0.0050.005,188.81791690003595,0.1851781994337216,1.538782900897786,1.7239611003315076,98.44,lenet1,5,cross_entropy,sgd,60000,10000,"[{'type': 'resize', 'size': (16, 16)}, {'type': 'pad', 'padding': 6}]"
