,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0336402000393718,0.0058270998997613,0.0019147000275552,19,0.0050.005,200.07360420003533,0.0549561007646843,1.0604323990410194,1.1153884998057038,98.35,400-10,2,cross_entropy,sgd,60000,10000,[]
