,train_data_time,test_data_time,network_time,epoch,lr,train_time,forward_time,load_time,test_time,accuracy,net,layers,loss_function,optimizer,train_samples,test_samples,data_transformations
0,0.0579827999463304,0.0126329999184235,0.008557999972254,29,0.01,863.1473935999675,0.8667910018702969,1.36365989909973,2.230450900970027,99.38,CNN_with_BN,9,cross_entropy,sgd,60000,10000,[]
